,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
LSr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6583E-06,0,0,0,0,0,0,0,0,0,0,0,0,9.23006E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46847E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005556102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025408,0,0,0.000170015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSv,0,0,0,0,0,0,0,0,0,0,0,0,0.003340893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746223,0,0,0,0,0,0,0,0,0.005121406,0.000208551,0,0,0,0,0,0.009313078,0,0,0,0,0,0.001267017,0,0,0,0,0,0,0,0,0.000100802,0.002444654,0.001328635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000904111,0.000342625,0,0,0,0,0,0,0.022325775,0,0.03676281,0,0,0,0,0.000342887,0,0.001087171,0,0.002933597,0,0,0,0,0,0,0,0,0,0,0.004143346,0,0,0,0,0,0,0,0,0,0,0,0.000377011,0,0,0.006598878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157959,0,0,0,0,0,0,0,0,0,0,0,0.035602112,0.003577563,0,0,0.005696417,0,0.001200394,0,0,0,0,0.005519083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000309788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151694,0.000314088,0.000200884,0,0
MA,0.024680893,0,0,0,0.000867568,0,0,0,0,3.52993E-05,0.000508479,0,0,0,0,0.00108717,0,0,0,0,0,0,0,0,0,0,0,0.011370852,0,0.000197399,0,0,0,0.002699914,0.002216655,0,0,0.000127844,0.002162371,0,0.011993451,0,0,0.001418065,0.011287423,0,0,0.000753082,0,0,0,0,0,0.003920491,0.00092134,5.26608E-05,0,0,0.000147867,0,0,0.003028211,0,0,0,0,0,0,0,0,0.000828548,0,0.000208523,0.023737944,0.084551444,0.000596714,0.017161969,0,0,0,0,0.052283705,0,0.104373238,0,0,0.001441187,0,0,0.004724293,0.001586578,0.000991185,0,0,0,0,0,0.00335575,0,0.181769053,0,0,0.101978852,0,0,0.00225165,0,0,0,0,0,0,0,0.003234779,0,0,0.097619991,0,0,0.003750885,0,0,0.007473033,0,0,0,0,0,0,0.000935435,0,0.00095494,0.003377902,0,0.00205013,0.004110989,0.000980189,0,0.033942792,0.010117417,0,0,0,0,0,0,0,0,0,0.000440672,0,0.002819165,0,0.007807515,0.018373138,0,0,0,0.001203024,0,0.037689446,0.001097665,0,0.033854676,0,0.004520964,0.005977585,0.004722545,0.000214466,0,0,0.007241682,0,0,0,0,0,0,0,0,0,0,0,0.000924996,0,0,0,0.000464088,0,0,0,0.001411516,0,0,0.004324874,0.000273711,0,0,0,0,0,0,0,0,0,0,0.00178925,0,0.000173494,0,0.000392412,0.030207094,0
MARN,0.002506389,0.001181346,0.003503247,0,0,0,0.00100908,0.000519544,0.000381136,0,0,0,0.031463403,0,0.001587178,0.062600053,0,0,8.28856E-06,0.000224364,0,0,0,0,0,7.75062E-05,0.000619589,0,0,0,0,0,0,0.000491996,0,0,0,0,0,0.005761224,0.007507146,0,0,6.35344E-05,0,0,6.16828E-05,0.001757515,0.00037021,0,0.007921325,0,5.91463E-05,0,0,0,0,0.000981129,0,0,0,0,0.000614825,0,0,0,0,0,0,0.031116302,0.000312471,0,0,0,0,0,0,0.031076789,0,0,0,0,0.122816903,0,0.022183289,0,0,0,0,0,0,0,0,0.000177914,0.001715997,0.000649722,0,0,0,0,0,0.106731086,0,0,0,0.001105915,0.008382634,0.004079414,0,0.015806105,0,0,4.78401E-05,0.005604547,0,0.000362207,0,0.000434217,0,0,0,0.00010146,0.007612525,0,0.006431142,0.039141348,0.059307233,0,0.003589988,0.000202693,0,0.003510812,0,0.00173675,0,0,0.001876107,0.001284181,0.381972532,0,0.062321607,0.014193711,0,0,0,0,0,0,0,0,0,0,0.038560414,0,0,0.000287782,0.000809129,0.00308841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029536422,0.01847525,0.027347411,0,0.003005586,0.000515174,0,0.000160603,0.000892819,0.000311828,0.000370925,0,0.000661233,0.000307594,0,0,0,0.000166277,0,0.010942834,0,0.002281053,0,0,0.006131886,0.00029355,0,0.00136567,0.000127063,0.000282453,0,0,0,0.000688452,0,0,0.009144126,0.004456063,0.000687634,0,0
MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20094E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227431,0,0,0,0.000127311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272349,0,0.000958357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDRNd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002109496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001079512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009645603,0.010853719,0.067394846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041451131,0,0,0,0,0,0,0,0.001356528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64922E-05,0.001065505,0,0,0,0,0,0,0,0.010829164,0,0,0,0,0,0,0,0.009567519,0,0.00392581,0,0,0,0,0,0,0,0,0,0.000876719,0,0,0,0,0,0,0,0,0,0,0,0.000254507,0.00233592,0.001925946,0,0,0.080912371,0.01774432,0,0,0,0,0,0,0,0,0,0,0,0.00149563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123683311,0,0,0,0,0.000410342,0.00121274,0.000272823,0.001996669,0.000525471,0.001019792,0,0,0.003870839,0,0,0,0.173672336
MDRNv,0,0,0.000927471,0,0.00011976,0,0,0,0.000100795,0,0.000604565,3.95346E-05,0.095570642,0,0,0.007697112,0,0,0,0,0,0,0,0,0,0,0,0,0.103351962,2.69836E-05,0,7.1317E-05,0,0,0,0,0,0.117176583,0.008531829,0,0,0.004323503,0.007028778,0,0.001093086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002076682,0.003004154,0,0,0,0,0,0,0,0.000915574,0,0,0,0,0,0,0,0,0,0.010024433,0.008041337,0,0,0,0,0.000982178,0,0,0,0,0,0,0,0,0.001628378,0.099472091,0,0,0,0,0,0,0,0,0.011170109,0,0,7.35158E-06,0,0,0,0,0.12184185,0,0,0,0.003045997,0,0.015983442,0.05297006,0,0,0,0.006245284,0,0,0,0,0.002475109,0,0,0.011150484,0,0.002771763,0.029487927,0.010894457,0,0,0,0.00010874,0,0,0,0,0.005206002,0,0,0,0,0.00084249,0.006217525,0.000484225,0.000538587,0.00113336,0,0,0,0,0,0,0.000736337,0,0.00107978,0.001781147,0,0,0.001277886,0.005596843,0,0,0,0,0,0.000252904,0,0,0,0.000190327,0,0.000405142,0,0,0,0,0,0,0,0.000340463,0.000228119,0,0,0,0,0,0,0,0,0.000219531,0,0,0,0,0,0.001008753,0,0,4.07364E-05,0,0
MEA,0.004769717,0,0,0.066313984,0,0.003194845,0,0,0,0,5.34998E-05,6.14446E-06,5.58417E-05,0,0.006944938,0,0.00389834,0,0,0,4.24308E-05,0,0.005955411,0.022354718,0,0,0.000405742,0.009560145,0.000148933,0,0,0,0.001915675,0.000875496,0,0,0,0,0,1.57879E-05,0.000394375,0.000792875,0,0.000940074,0,0.001334702,0.002498087,0,0,0.000986909,5.3711E-05,0,0,0.005857878,0,0,0.000312072,0,0.000830693,0,4.07985E-05,0,0.003120036,0.003009897,2.62065E-05,0,0.000103235,0.00066311,0.002060941,1.90191E-06,5.60096E-07,0,0,0,0.008421906,0,0.004087515,3.87131E-05,0,0,0.000240745,0.000351012,0.000659362,0,0,0.000282951,0,0.001194865,0,0,0,0,0,0,0,0,0.000726475,0.003066224,0,0,0,5.12733E-05,0.001981802,0,3.75784E-05,0,7.86316E-06,4.08475E-05,0,1.87577E-05,0,0.000188479,0,0.048674123,0,0.004453778,0.007135315,0,0.000587335,0,0,0.002089705,0,0.000101407,6.44932E-05,0,0.000207491,0.002612861,0.017971672,0,0,0,0,0,0,0,0,2.1695E-05,0,6.70214E-05,1.78108E-05,3.92819E-05,0.000314108,0,0.002796808,0.001342562,0.001345225,0.001856228,0,0.01054168,0.007511798,0.000234922,0.000795844,0,0,0,0,0,0.000113497,0.001841838,0,0,0,0.025445636,0,3.44658E-05,0,0,0,0.001804404,0.000256046,0,2.07968E-05,0,0,4.87853E-05,0,0,0,0,0,0.000256064,0,0,0,0,0.001260884,0,4.04023E-06,0,0,0,0,0.004651219,0.007900173,6.81257E-07,0,4.65696E-05,0.00014874,0,0,0,0,0,0,0,0,0.013423471,0,0,0,0,8.51226E-06
MEPO,0,0,0,0,0,0,0,0,0,0,0,0,0.000584103,0.00198604,0,0,0.012896981,6.13412E-05,0.000285256,0.000320683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000763119,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30231E-06,0,0,0,0,0,0.001202543,0,0,3.70836E-05,0,0,0,0,0,0.004939927,0,0,4.94206E-05,0,0,0,0,0,0.000147774,0,0,0,0,0.02572363,0,0,0,0,0,0,0,0,0,0,0,0.045646395,0.05083621,0.010186919,0.021620771,0,0,0,0,0,0,0,0,0,0,5.84454E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002292117,0,0,0,0.008686052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059566,0,0.029379371,0.029510249,0,0,0,0.022872923,0.027171059,0,0,0,0,0,0,0,0,0.014546426,0,0.000681611,0,0,0.000230409,0,0.000444998,0.000747567,0,0,0,0,3.1032E-05,0,4.61487E-05,0,0.002617219,0.006526935,0.001366125,7.50622E-05,0.003050025,0.002269884,0.000303579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95684E-05,0,0.000991385,0,0,0,0,0,0,0,0,0,7.54954E-05,7.79464E-05,0,0
MGd,0.000446445,0,0,0,0,0,0.000156603,0.001227352,0,0,0,0,0,0.000112831,0,0,0,0.003383353,0.00123633,8.35331E-05,0,0,0,0,0.135353991,0.012287823,0.044292403,0.001421368,0,0,0,0,0.029549525,0.001274058,0.001375765,0,0,0,0,0.000552811,0,0,0,0,0,0.005463562,0.004797396,0.00041037,0.000226682,9.14083E-05,0,0,0,0,0.001058626,0,0,0,0,0,0.01922111,0.060184275,0,0.00110799,0.000924839,0,0,0,0,0,0,0,0,0,0.001454687,0,0,0,0.009554226,0,0,0,0,0,0,0,0,0,0.003244764,0.007636763,0.00294354,0,0,0.01797475,0,0,0,0,0.004262585,0,0,0,0,0,0,0.000453173,0,0.010578489,0,0,0,0,0,9.97785E-05,0,0,0.262458903,0.001249082,0,0,0,0.000220925,0,0,0.002779754,0,0,0.016023953,0.006648099,0,0,0.000350064,0.017870133,0.002487187,0.001586285,0,0.001097634,0,0,0,0,0,0,0,4.1692E-05,0.008541973,0,0,0,0.009045969,0.081200474,0.029159393,0.011489609,0,0,0,0,0,0,0,0.865107598,0,0,0.001891228,0,0.000139391,0,0,0.002746944,0.002480902,0.005141213,0.01759225,0.001087071,0,0,0,0.005361017,0,0.002416672,0.000962482,0,0.001467028,0.001675498,0,0.00980014,0,0,0,0,0,0.0012211,0,0,0.006672044,0.003125125,0,0,0.000273437,0,0,0,0,0,0,0,0,0,0,0,0,5.15644E-05,0,0
MGm,0,0,0,0,0,0,0,0,0,0,0,0.000245496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002316176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGv,0,0,0,0,0,0.005263851,0.002123109,0.000412438,0.001742691,0,0,0,0,0,0.001116406,0,0,0,0.000295307,0.000158801,0,0,0,0,0.000298805,0.000264587,0.021755692,0,0.001688534,0,0,0,0,0,0.002572572,0,0,0.001879344,0,0,0,0,0,0,0,0.005007827,0.001915536,0,0.001155936,0,0,0,0,0.000414065,0.000181165,0,0,0.00322489,0,0.001547485,0.006088979,0.010327146,0,0,0.00219228,0,0.003070389,0,4.74777E-05,0,0,0,0,0,0.017998354,0,0.010970588,0,0,0,0,0.003232487,0,0,0,0,0,0.000454624,0.00065272,0.001737262,0.003370036,0.000480026,0.001097907,0.000796192,0,0,0,0,0,0,0.02126721,0,0.04724785,0,0.003448149,0.000740521,0,0,0,0,0,0,0,0.01910883,9.00954E-05,0.005061089,0.013673383,0.000584702,0,0,0,0.002925441,0,0,0.004013391,0,0,0,0.011509277,0,0,0,0,0.000697984,0.001645957,0,0,0,0,0,0,0,0.001553825,0,0,0,0.000336902,0,0,0,0.003451188,0,0,0,0,0,0,0,0,0.001905587,0,0,5.37886E-05,0.002783155,0,0,0,0,0,0,0,0.00557987,4.55608E-05,0,0,0,0.006379194,0,0.002026588,0.002560655,0,0.000661906,0.009873859,0,0,0,0,0,0,0,0.00183518,0,0.000297901,0.00181331,0,0,0,0,0,0.001003871,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,0,0,0,0,0,0,0,0,0,0,0.151947845,0.185421442,0.055138498,0,0,0.045379492,0,0,0.002970875,0.023109165,0,0,0,0,0,0,0,0,0.006573842,0.018442527,0,0.327285981,0.430691008,0,0,0,2.880470224,0.048063176,0.015850652,0.003422848,0,0,0,0,0.105480581,0,0,0,0,0,0.005338373,0,0,0,0,0,0,0,0,0.000429892,0.001270119,0.015121795,0,0,0,0,1.398048924,0,0,0,0,0,0,0,1.034323849,0,0,0,0,0,0,0,0,0.551392016,0,0,0,0,0,9.83063E-05,0,0.007630506,0.080844519,0.085064448,0,0,0,0,0.006358119,0.502041812,0,0.060079421,0,0.443148875,0.034221929,0,0.002191794,0.001225537,0.038099293,0,0.034679876,0,0,0,0,0,3.067301834,0,0,0.018402509,0.86925839,0,0.116840885,0,0.019568449,0,0,0.981895699,0,0,0.031818798,0.019727442,0,0,0,0.005411559,0,0.006905687,0.290100202,0.772463402,0,0,0.144402522,0,0.044056217,0.017977647,0.022995836,0,0.001404329,0,0.720167556,0.223451178,0,0.046380885,0.025598287,0,0,0,0.24041798,0,0.335326677,0.007251786,0,0,0.03102047,0.133299609,0.029893049,0.021951418,0.000154762,0.027928934,0.01497753,0.000182856,0.002648562,0,0,0,0.034228845,0,0,0.001444533,0,0,0.050237777,0,0,0,0.217239098,0,0,0,0,0.065656486,0,0,0,0,0.057466303,0.005838461,0,0.006011458,0,0,0,0,0,0,0.461773531,0,0,0,0,0.834667401,0
MM,0,0.028436253,0.019179563,0,0.101341471,0.200558921,0.004626628,0.00346247,0,0,0.187768472,0.02315646,0.003827705,0,0,0,0,6.59135E-05,0.000139411,0.000644734,0.180041337,0,0,0,0.214193901,0.072122993,0.424470117,0,0.003056536,0,0.004120019,0.01895521,0.034309941,0,0.035331942,0,0.078596197,2.69627E-05,0.001406077,0,1.351973792,0.009824764,0,0,0.007192074,0,0.031820653,0.027948345,0,0,0.000597788,0,2.83168E-05,0,0,0,0,0.000194081,0,0.000272253,0.002516718,0,0,0,0,0,0.031444884,0,0,0,0.010188788,0.001239253,0.005989311,0,0.005293816,0,0.021462734,0,0.084441082,0.366360381,0.012319223,0,0,0,0,0,0.001276134,0.047306318,0,0.000183088,0.001187938,0.000922589,0.005318618,0.002068334,0,0,0,0.134975799,0.013004004,0.008334514,0.449547687,0,0.114804801,0.004240941,0,0,5.79838E-05,0,0.015548952,0,0,0,0,0,0.014761214,0.00035975,0.276170468,0.019924198,0,0,0,0,0,0.001862969,0.006343173,0,0,0,0,0,0,0,0.001327506,0.01610459,0.001767513,0,0.051867843,0.000101888,0,0,0,0,0.017051044,0,0.005205834,0.097424755,0.000769552,0,2.05493E-05,0.049786841,0.091453711,0.014122273,0.005638487,0.022576378,0,0.000930648,0,0.097893348,0.002313051,0.010265015,0,0.011234943,0.065642656,0,0,0,0,0,0,0,0.003546356,0,0,0,0,0,0.000320918,0,0.000393075,0,0,0,0,0,0.109064969,0.206361173,0.00409588,0,0,0.002605627,0,0,0.057347721,0,0,0,0,0.000181515,0,0,0.000369309,0.000684571,0.000407544,0.001694441,0,0.001109093,0.001067347,0.009765443,0,0,0,0.029656902,0
MOB,0.000161253,0,0.00019847,0.000948178,4.99777E-05,8.88312E-05,0,0.000255115,0,0,0,8.82432E-06,0.000429984,0.000105026,0.017084051,0,9.3878E-05,0,0,0,1.1018E-05,0,0,0.000620643,0.000116049,4.50156E-06,3.65439E-05,0.000793654,0.000107935,0,0.000514712,0,0,5.54583E-05,1.66472E-05,0,0,0.000258991,0,1.80041E-05,0.000921894,0.000451365,4.6615E-09,2.83381E-05,6.60004E-05,4.7141E-05,0.000134926,0.000119358,0.007944461,0,9.27934E-05,1.44556E-06,0,0,0,0.000429953,0,0,0,2.563E-07,6.42749E-05,4.59632E-05,0,0,0.000107424,7.04822E-06,0.000257906,0,0,0,1.77775E-05,4.99143E-06,2.57024E-06,3.20545E-05,0.000480724,2.10693E-06,0.000538895,2.89721E-05,0,0,6.83823E-05,2.66617E-05,0,0,0,0,0,0.000800581,0,0,2.89226E-05,0.000206952,0,0,0,0,0,0.000747163,1.25157E-06,0,0,0,0,0,9.91267E-06,0,1.48189E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73748E-06,0,0.000548741,0,0,0,0,0.012253337,0,0,0,0,0.000135196,0,0,0.000237215,0,0,0,0,0,0.000179557,0,0.000419782,0.001742724,0.000111666,0.000193053,6.13595E-07,6.86363E-05,0.00066945,0,0,0,5.47958E-06,2.70497E-05,0.000171808,0.000157443,1.25589E-05,7.26365E-05,0,0.000462866,0,0.000113326,0.0002543,0,5.24533E-06,0.000143812,0,0,5.27281E-05,0,0,6.65026E-05,0,0,0,0,0,0.000170364,0,0,0,0,0.000133397,1.36661E-05,0,0,0,0,2.75182E-05,0,0,0.000671301,0.000161138,0,0,7.78296E-06,0,0,0,1.67726E-05,5.69658E-06,9.24612E-05,1.94661E-05,3.03491E-05,0,6.18236E-05,0,0,0,0,0
MOp,0.000590386,0,0.002151936,0.013874926,0,3.49437E-05,0.009079535,0.00886303,0,0.000477135,0,0,0.002522817,0,0,0.001217035,1.28457E-05,0.005529976,0.001815868,0.010277241,0,0.002778701,3.44958E-05,0.001395099,0,0,0,0.013595767,0.000126783,0.00346269,0.047539812,0.000701521,0.041711042,6.93629E-05,0,2.288189483,0.009528327,1.47783E-05,0.000317862,6.26807E-05,0.000617118,0,1.68194E-05,0,0.003810089,0.010853554,0,6.73532E-05,0.012548078,0.000698357,0.000165408,9.72366E-07,0.004377616,0.007362668,0.039769646,0.001577755,0.15466934,0.143680791,0.001197446,6.73062E-05,0.000167196,0.00064285,0.001998206,0.005763638,0.002661921,3.00437E-05,0.000227441,0.15298328,0.000500024,0.001059223,0,0,0,0,0.000137916,3.25788E-06,0.000152454,0.001752609,0.003840184,0.00369885,0,5.61049E-05,0.042226177,0.03552554,0.01601579,0.039083475,3.83234E-05,0,6.73942E-06,0.000126833,3.11145E-05,0,0,0,1.270528277,0.113509838,0,0,0,0.052953855,0,0.003048432,0.000305424,0.000719154,0.000124773,9.57745E-05,1.83825E-05,0.000114473,0.001108382,0.0136701,0,0,0,0,0,9.1262E-06,0.022793144,6.53383E-05,0.122876255,0.009558359,0.001199377,0.004215971,0.032243969,0.000131401,0.024039092,0.005903913,0.011735518,0,0,0,0,0.012048852,0.000613371,7.0124E-05,2.53156E-05,0.001750729,0.000205911,0.001089408,0.122415137,0.018350702,0.001080407,0.014154041,0,0.002195384,0,0,0,0,1.12552E-05,0,0,0.00336134,0.023617206,0.001655851,0.001216211,0,0.000146351,0.002790737,0.000323887,0,0.025044042,0,0,0.00577322,0.000957663,0.001529584,0.002341762,0.004006202,0.004651718,0.001093763,0,0.004089306,0.001051547,0.002358894,0.018149814,0.01999973,0.155724359,0.0629345,0.332170709,0.108661129,0.022614271,0.221603083,0.269586929,0.000533254,0.000164498,0,0,0.007066871,0.000829958,0.013426691,1.21372E-05,0.009747842,0,0,0.000179228,0.011926364,0.079815278,0.00015968,0.018993659,0.06992871,0,0.000601589,7.18209E-05,0,1.32255E-05,0.000107574,0.020871274,0,0.002572362,0.011584296,0.013327281,0.00266191,0.005050279
MOs,0.000115862,0.010709341,0,0.080527803,0.000142335,0,0.04560555,0.009217311,0.034453123,0.001967802,0.008452806,0.002378083,0.001796255,0.003672271,0.022256063,0.001178131,1.28218E-07,0.015065882,0.010078386,0.013137114,0.000440872,0.006794917,0,0,0.000108665,7.35822E-05,0,9.68971E-06,0.00014148,0.00181909,0.071634048,0.000142988,0.010945507,3.42201E-05,0.000193041,1.287762257,0.017598951,0.00059412,6.31837E-05,8.3527E-06,0,0,8.81996E-06,0.003512722,0.002748325,0.042187391,0.066811644,0.000828562,0.03090431,0.000311848,0.000253239,3.29091E-05,0.013237095,0.000731875,0.003929527,0,0.018505328,0.025945033,0,0,0,0,0.016197283,0.006073029,0.000738777,2.66156E-05,0.000388747,0.005584037,0.001285685,0.000766022,0.000753902,1.75143E-05,0,0,0.003549468,7.76013E-05,0,0.004889549,0.00388209,0.006916375,0,0,0.013424337,0.015913592,0.000648701,0.009126912,0,0,0,1.8928E-05,0,3.29066E-05,7.03232E-05,8.25839E-05,0.327831651,1.023854028,0,0,0.000276963,0.031190017,0,0.002927516,0,0.001979862,0.00041911,5.03205E-05,4.63129E-05,0.000228028,0.003042213,0,0.142749658,0.006077473,0.063072071,0.006566993,0,0.000162827,0.081296777,0.000147241,0,0.001909826,0.008595428,0.042515106,0.00338772,0.002038819,0.01678687,0.000382566,0.009584455,0.01114257,0.059653591,0.00618628,7.99337E-05,0.000473963,3.61383E-05,0.002252272,0,0.002458086,0.00026047,0,0.039317113,0.025436661,0.002308737,0.001370565,0,0.014893311,0,0,5.32397E-05,0,1.37421E-05,0,0.011649232,0.014033735,0.008590268,0.000499211,0.001171895,0,0.018517477,0.00540009,0.000528345,0,0.034504119,0.002925285,0,0.004198761,3.71093E-05,0.006405151,0.00071982,0.001388868,0.000417307,0.002505733,0.001247401,0.000309855,0.000785402,0.000818596,0.002263029,0,0.030652687,0.022863563,0,0,0.015668757,0,0,0.000347897,0.000306163,0,0.001030222,0,0.000774324,0.027557851,4.82237E-05,0.014821351,0,0.014064146,0.000158372,0,0.001598859,7.57678E-05,0.005143412,0.006206388,0.017045963,0,0.000897517,0.015186241,0.000425233,0.000152056,0.012017705,0,0.000119361,0,0,0.004238566,0.001061151
MPN,0,0,0,0,0,0.058737776,0,0,0,0.000173269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001812058,0,0,0,0.017818814,0,0,0,0,0,0.001005893,0.000346929,0,0.061321258,0,0,0.007177582,0,0,0,0,0,0,0,0,0,0,0,0.002339446,0,0,0,0,0,0,0.012364448,0.000698026,0,0,0.002587797,0,0,0,0,0,0,0.01224444,0,0.034399313,0,0,0,0,0,0.004838986,0,0,0.000595342,0,0.068590372,0,0,0,0,0,0,0,0,0,0.206579859,0,0,0,0.00180469,0.034761989,0,7.16963E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337287,0.010160182,0.02308407,0,0,0.000310878,0,6.32773E-05,0.002507859,0,0,0,0,0,0,0,0,0,0,0,0.003374025,0,0,0,0,0,0.00167924,0,0,0,0,0,0.053608773,0.000388397,0.005749196,0,0,0,0,0,0,0,0,0,0,0.047692294,0,0,0,0,0.000254585,0.008383021,0.000616717,0,0,0,0,5.07663E-06,3.71396E-05,0,0,0,0,0,0,0,0,0,0,2.43177E-05,9.11271E-05,0,0,0,0,0,0.025833258,0,0,0,7.79829E-05,0,0,0,0,0,0,0,0,0.022803199,0,0,0,0,0
